Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",2.99965,0.08902,3.02756,0.06819,2.98229,0.85483,-0.05244,-0.70477,-1.43107,-1.27809,-1.54864,-0.83457,-2.24462,-0.57329,-8.46819
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",2.50249,0.08695,2.99582,0.09801,2.44868,0.25776,0.00501,-0.21727,-1.85875,-1.58595,-0.84216,-1.70961,-1.25988,-0.84616,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",4.18650,0.09043,3.05422,0.05788,3.04311,0.43425,0.56446,-0.44883,-0.79816,-0.32196,-1.78288,-1.45126,-2.17732,-1.43222,-7.15361
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",2.67961,0.09075,3.12035,0.08868,2.33902,0.45930,0.64842,-1.06218,-0.62856,-0.84149,-1.41515,-1.98017,-2.05667,-1.00879,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",3.11189,0.09374,3.19573,0.07122,2.58233,1.26108,-0.18244,-0.05899,-1.61588,-1.21247,-1.00399,-1.21894,-2.40601,-1.00499,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",3.00080,0.08792,3.01886,0.08712,2.35278,0.79217,-0.10990,-0.30706,-1.24130,-0.45518,-1.77495,-2.32174,-1.27492,-1.14915,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",3.59276,0.09174,3.12355,0.06803,2.95271,1.00380,-0.08579,-0.50312,-1.39656,-1.06371,-1.41429,-1.39362,-1.88125,-1.07843,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",1.85633,0.08948,3.08592,0.09776,2.13752,0.89739,0.00646,-1.32837,-1.10224,-0.56184,-1.53752,-1.49402,-2.07446,-0.59699,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",2.43589,0.08650,2.97372,0.09346,2.34618,0.72968,0.18473,-0.77016,-1.46200,-0.81877,-1.45295,-1.95663,-1.65204,-0.74552,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",2.86389,0.09194,3.12888,0.07074,3.03547,1.04476,-0.04359,-0.94531,-1.17562,-1.55116,-1.21065,-1.12189,-2.50643,-0.39860,-8.46819
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",1.84739,0.08830,3.04803,0.10337,2.63103,0.23737,0.25775,-1.07389,-1.59341,-1.19334,-1.21270,-1.72133,-1.86384,-0.15365,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",1.93932,0.08608,2.96799,0.10239,2.30436,0.83243,-0.18002,-0.82675,-1.64187,-1.24141,-1.10674,-1.79212,-1.56273,-0.42713,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",3.90393,0.08646,2.92229,0.06110,2.80491,0.81733,-0.35746,0.30515,-0.86517,-1.05805,-1.38234,-1.15406,-1.96974,-1.46172,-7.15361
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",2.93870,0.08729,3.00531,0.09636,2.28013,0.25558,0.10500,-0.27733,-0.59741,-1.31460,-1.38560,-2.24718,-1.04608,-1.31006,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",3.36099,0.09199,3.13845,0.07454,2.77888,0.76301,-0.13092,-0.18825,-1.03911,-1.46867,-1.71428,-1.03613,-1.80786,-1.05169,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",2.73556,0.08325,2.86216,0.09388,2.36846,0.43061,0.01249,-0.42942,-1.00005,-1.13847,-1.37320,-1.94084,-1.41491,-1.07537,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",3.05331,0.08838,3.01114,0.07147,2.67586,0.96060,-0.29648,0.05652,-1.85013,-0.96078,-1.43170,-1.32177,-1.72678,-0.91944,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",2.16826,0.08683,2.99771,0.10473,2.31258,0.80626,-0.25643,-1.07669,-0.85327,-1.49529,-1.14014,-1.93468,-1.30060,-0.71274,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",2.42350,0.08167,2.81173,0.10068,2.18063,0.78776,-0.26209,-0.60523,-1.38935,-1.04038,-1.64929,-1.12217,-1.47465,-1.02490,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",2.68569,0.08822,3.00528,0.07589,3.27898,0.71098,-0.54029,-0.31701,-1.31622,-1.65814,-1.28014,-1.01221,-2.64177,-0.09263,-8.46819
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",1.81880,0.08542,2.95257,0.11097,2.27932,0.58498,-0.28307,-0.75994,-1.30870,-1.40186,-1.48681,-1.74817,-1.08214,-0.48837,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",1.57522,0.08209,2.83349,0.10859,2.17227,0.84012,-0.50895,-0.47602,-1.73415,-1.53057,-1.02943,-1.60027,-1.44619,-0.35164,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",2.25453,0.08558,2.94798,0.10125,2.03730,0.84022,0.09326,-0.75961,-0.47654,-1.95719,-1.01562,-1.87082,-1.49394,-0.99259,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",3.16565,0.09150,3.12115,0.07550,2.85614,1.36035,-0.44341,-0.55125,-1.14692,-1.45465,-1.59261,-1.36060,-1.62966,-0.93554,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",1.61233,0.08842,3.06042,0.11237,2.00923,0.97024,-0.12286,-1.24813,-0.51440,-1.39072,-1.38436,-1.95729,-1.48375,-0.60819,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",1.83175,0.08503,2.93808,0.10979,1.93268,0.93209,-0.25707,-0.74084,-1.24483,-1.30949,-1.07167,-1.83643,-1.26574,-0.81997,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",1.45331,0.08367,2.89614,0.11758,2.21861,0.71791,-0.55904,-0.58934,-1.21955,-1.99705,-1.19114,-1.36842,-1.47331,-0.28930,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",2.98778,0.08332,2.80799,0.05679,2.43168,0.81227,0.26723,0.03952,-0.82390,-0.85931,-1.19326,-1.70789,-2.26539,-0.89833,-6.42853
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",2.42446,0.08426,2.89514,0.08873,2.16707,0.56339,-0.11913,-0.55045,-0.58515,-1.11295,-1.41440,-1.29984,-2.30432,-0.88310,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",3.15436,0.09018,3.07068,0.06975,2.47670,1.22932,-0.22537,-0.61115,-1.03340,-0.74178,-1.56437,-1.35780,-1.95860,-1.10349,-6.71084
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",2.55556,0.08057,2.76480,0.08707,2.15666,0.62444,-0.38661,-0.21739,-0.41952,-1.55580,-1.41882,-1.79561,-1.52730,-0.95285,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",2.73432,0.08672,2.94897,0.06688,2.58107,1.33555,-0.63589,-0.10592,-1.52513,-1.00714,-1.07205,-1.71304,-2.06657,-0.67091,-6.71084
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",2.35816,0.08476,2.92141,0.09827,2.27838,0.76907,-0.58648,-0.63296,-1.30896,-1.66685,-0.44774,-1.20715,-1.98062,-0.80242,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",2.04026,0.07952,2.73304,0.09485,2.08746,0.96971,-0.51595,-0.44838,-0.82741,-1.50329,-1.55974,-1.71197,-1.38250,-0.64326,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.66525,0.08751,2.97022,0.07207,3.06811,0.73828,-0.41748,-0.09300,-1.46356,-1.83507,-1.13525,-1.02010,-2.53324,-0.20451,-5.10335
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",1.79652,0.08389,2.89486,0.10500,2.28280,0.59675,-0.20675,-0.77667,-1.74770,-1.19899,-0.90935,-2.32460,-1.00124,-0.35092,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",1.62085,0.08073,2.78243,0.10334,2.14806,0.97791,-0.69874,-0.56674,-1.38063,-1.61804,-0.98160,-1.71790,-1.50453,-0.25566,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",2.36347,0.08225,2.82626,0.09207,2.15135,0.85979,-0.42875,-0.07232,-0.89340,-1.52029,-1.54242,-1.91461,-1.35813,-0.78209,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",2.82412,0.08969,3.05207,0.06950,2.71477,1.25032,-0.08057,-0.70202,-1.43113,-1.07990,-1.02388,-1.94097,-1.98867,-0.64335,-6.71084
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",1.57144,0.08612,2.97468,0.10457,2.06345,1.11124,-0.44944,-1.01904,-1.17325,-1.16581,-1.41624,-1.05218,-2.19032,-0.39377,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",2.20484,0.08302,2.86286,0.10244,2.04502,1.25108,-0.83509,-0.30394,-1.47763,-1.77065,-0.76569,-1.66266,-1.23387,-0.84039,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",1.43750,0.08217,2.83799,0.11044,2.06576,1.11164,-0.66058,-0.62179,-1.47974,-1.52227,-1.40963,-1.54659,-1.42579,-0.20277,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",2.46686,0.07643,2.62909,0.09869,1.99499,0.54519,-0.31229,-0.62020,-0.51850,-1.66768,-1.16204,-1.56788,-1.07063,-1.17410,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",2.97022,0.08472,2.88513,0.07393,2.74971,0.54875,0.23920,-0.61437,-1.44742,-1.46685,-0.76697,-1.61736,-1.71933,-0.77699,-6.71084
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",1.89188,0.08201,2.83494,0.11133,2.12271,0.91102,-0.85304,-0.56841,-1.18425,-1.64831,-1.24454,-0.87882,-1.72635,-0.58340,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",1.75358,0.07798,2.69099,0.10796,1.90178,0.58436,-0.35155,-0.36709,-1.47044,-1.71628,-0.33404,-1.91555,-1.23340,-0.71878,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",1.02341,0.07694,2.66021,0.11638,1.90293,0.84740,-0.98817,0.03492,-1.95718,-1.41502,-0.79017,-1.68528,-1.55349,-0.09602,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",1.12752,0.07870,2.72298,0.11733,1.63144,0.72604,0.02623,-0.93463,-1.00760,-1.72333,-1.34811,-1.22666,-1.27899,-0.54988,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",3.78156,0.08695,2.93602,0.05640,2.76195,0.64005,0.27659,-0.20861,-0.74118,-0.36397,-1.73764,-1.46895,-2.18818,-1.31076,-7.15361
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",3.14662,0.08851,3.03913,0.08460,2.51444,0.19678,0.23806,-0.53480,-0.50913,-1.29435,-1.28942,-1.73179,-1.89303,-1.20419,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",3.48744,0.09160,3.11983,0.06798,2.80179,1.02507,-0.39153,-0.12648,-1.41098,-1.07490,-1.35253,-1.14596,-2.06674,-1.09564,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",3.00795,0.08552,2.93341,0.08343,2.32985,0.54702,-0.04481,-0.69138,-0.20851,-1.29173,-1.57654,-1.89278,-1.52372,-1.20094,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",3.40605,0.08907,3.03069,0.06545,2.76573,1.18909,-0.27472,-0.67447,-1.34628,-0.75921,-1.53034,-1.14380,-1.94563,-1.07626,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",2.75295,0.08813,3.03406,0.09303,2.25438,0.64260,-0.03521,-0.85334,-1.10079,-1.59579,-0.38777,-1.94084,-1.35047,-1.18667,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",2.87753,0.08416,2.88967,0.08888,2.46512,0.61416,-0.26284,-0.54170,-0.74890,-1.25987,-1.67651,-1.74791,-1.32754,-1.02857,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",2.99965,0.08902,3.02756,0.06819,2.98229,0.85483,-0.05244,-0.70477,-1.43107,-1.27809,-1.54864,-0.83457,-2.24462,-0.57329,-8.46819
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",2.50249,0.08695,2.99582,0.09801,2.44868,0.25776,0.00501,-0.21727,-1.85875,-1.58595,-0.84216,-1.70961,-1.25988,-0.84616,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",2.09139,0.08434,2.90312,0.09683,2.47369,0.57609,-0.42812,-0.45539,-1.78274,-1.09553,-1.28377,-1.65389,-1.55597,-0.36808,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",3.00080,0.08792,3.01886,0.08712,2.35278,0.79217,-0.10990,-0.30706,-1.24130,-0.45518,-1.77495,-2.32174,-1.27492,-1.14915,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",3.59276,0.09174,3.12355,0.06803,2.95271,1.00380,-0.08579,-0.50312,-1.39656,-1.06371,-1.41429,-1.39362,-1.88125,-1.07843,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",1.85633,0.08948,3.08592,0.09776,2.13752,0.89739,0.00646,-1.32837,-1.10224,-0.56184,-1.53752,-1.49402,-2.07446,-0.59699,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",2.49858,0.08724,3.00472,0.09636,2.12176,0.92883,-0.07917,-0.92462,-1.16488,-1.02373,-1.27206,-1.89318,-1.21257,-1.03874,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",1.93932,0.08608,2.96799,0.10239,2.30436,0.83243,-0.18002,-0.82675,-1.64187,-1.24141,-1.10674,-1.79212,-1.56273,-0.42713,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",2.73556,0.08325,2.86216,0.09388,2.36846,0.43061,0.01249,-0.42942,-1.00005,-1.13847,-1.37320,-1.94084,-1.41491,-1.07537,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",3.05331,0.08838,3.01114,0.07147,2.67586,0.96060,-0.29648,0.05652,-1.85013,-0.96078,-1.43170,-1.32177,-1.72678,-0.91944,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",2.16826,0.08683,2.99771,0.10473,2.31258,0.80626,-0.25643,-1.07669,-0.85327,-1.49529,-1.14014,-1.93468,-1.30060,-0.71274,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",2.32159,0.08354,2.87966,0.10209,2.34063,0.54048,-0.04094,-0.75853,-1.58048,-1.53569,-0.81089,-1.17193,-1.76883,-0.84946,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",1.57522,0.08209,2.83349,0.10859,2.17227,0.84012,-0.50895,-0.47602,-1.73415,-1.53057,-1.02943,-1.60027,-1.44619,-0.35164,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",1.83175,0.08503,2.93808,0.10979,1.93268,0.93209,-0.25707,-0.74084,-1.24483,-1.30949,-1.07167,-1.83643,-1.26574,-0.81997,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",2.55556,0.08057,2.76480,0.08707,2.15666,0.62444,-0.38661,-0.21739,-0.41952,-1.55580,-1.41882,-1.79561,-1.52730,-0.95285,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",2.73432,0.08672,2.94897,0.06688,2.58107,1.33555,-0.63589,-0.10592,-1.52513,-1.00714,-1.07205,-1.71304,-2.06657,-0.67091,-6.71084
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",2.35816,0.08476,2.92141,0.09827,2.27838,0.76907,-0.58648,-0.63296,-1.30896,-1.66685,-0.44774,-1.20715,-1.98062,-0.80242,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",2.48358,0.08156,2.80729,0.09629,2.36187,0.71077,-0.52727,-0.63638,-1.14680,-1.90718,-0.70241,-1.21009,-1.78127,-0.72926,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",1.62085,0.08073,2.78243,0.10334,2.14806,0.97791,-0.69874,-0.56674,-1.38063,-1.61804,-0.98160,-1.71790,-1.50453,-0.25566,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",2.20484,0.08302,2.86286,0.10244,2.04502,1.25108,-0.83509,-0.30394,-1.47763,-1.77065,-0.76569,-1.66266,-1.23387,-0.84039,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",1.75358,0.07798,2.69099,0.10796,1.90178,0.58436,-0.35155,-0.36709,-1.47044,-1.71628,-0.33404,-1.91555,-1.23340,-0.71878,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",3.00795,0.08552,2.93341,0.08343,2.32985,0.54702,-0.04481,-0.69138,-0.20851,-1.29173,-1.57654,-1.89278,-1.52372,-1.20094,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",3.40605,0.08907,3.03069,0.06545,2.76573,1.18909,-0.27472,-0.67447,-1.34628,-0.75921,-1.53034,-1.14380,-1.94563,-1.07626,-8.61909
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",2.75295,0.08813,3.03406,0.09303,2.25438,0.64260,-0.03521,-0.85334,-1.10079,-1.59579,-0.38777,-1.94084,-1.35047,-1.18667,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",2.73638,0.08557,2.94270,0.09157,2.42169,0.60241,-0.02232,-0.74196,-1.43618,-1.31765,-0.83550,-1.49924,-1.78295,-0.93966,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",2.09139,0.08434,2.90312,0.09683,2.47369,0.57609,-0.42812,-0.45539,-1.78274,-1.09553,-1.28377,-1.65389,-1.55597,-0.36808,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",2.49858,0.08724,3.00472,0.09636,2.12176,0.92883,-0.07917,-0.92462,-1.16488,-1.02373,-1.27206,-1.89318,-1.21257,-1.03874,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.32159,0.08354,2.87966,0.10209,2.34063,0.54048,-0.04094,-0.75853,-1.58048,-1.53569,-0.81089,-1.17193,-1.76883,-0.84946,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.48358,0.08156,2.80729,0.09629,2.36187,0.71077,-0.52727,-0.63638,-1.14680,-1.90718,-0.70241,-1.21009,-1.78127,-0.72926,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.73638,0.08557,2.94270,0.09157,2.42169,0.60241,-0.02232,-0.74196,-1.43618,-1.31765,-0.83550,-1.49924,-1.78295,-0.93966,#N/A
